"file","header","type","fid","unitId","unitName","bandTop","bandBottom","note"
"Screenshot_20260712_212318_WH 40K.jpg","TEMPESTU...","unit","AM","000002746","Tempestus Scions","368","2784","outside context AC"
"Screenshot_20260712_212321_WH 40K.jpg","MINISTORUM PRIEST","unit","AM","000001394","Ministorum Priest","368","2784","outside context AC"
"Screenshot_20260712_212324_WH 40K.jpg","NORK DEDDOG","unit","AM","000000725","Nork Deddog","368","2784","outside context AC"
"Screenshot_20260712_212328_WH 40K.jpg","BODYGUARD","unit","AM","000001398","Ogryn Bodyguard","368","2784","fuzzy2 rel=0"
"Screenshot_20260712_212332_WH 40K.jpg","OGRYN SQUAD","unit","AM","000000722","Ogryn Squad","368","2784","outside context AC"
"Screenshot_20260712_212335_WH 40K.jpg","PSYKER","unit","AM","000000889","Primaris Psyker","368","2784","fuzzy2 rel=0"
"Screenshot_20260712_212338_WH 40K.jpg","RATLINES","unit","AM","000000724","Ratlings","368","1088","fuzzy2 rel=0.12"
"Screenshot_20260712_212341_WH 40K.jpg","ROGAL DORN BATTLE","unit","AM","000002617","Rogal Dorn Battle Tank","368","2784","outside context AC"
"Screenshot_20260712_212344_WH 40K.jpg","ROGAL DORN COMM""...","unit","AM","000003892","Rogal Dorn Commander","368","2784","outside context AC"
"Screenshot_20260712_212348_WH 40K.jpg","SCOUT SENTINELS","unit","AM","000000690","Scout Sentinels","368","2784","outside context AC"
"Screenshot_20260712_212400_WH 40K.jpg","sunwswon","unit","AM","000000707","Shadowsword","368","2784","vision"
"Screenshot_20260712_212403_WH 40K.jpg","SLY MARBO","unit","AM","000001406","Sly Marbo","368","2784","outside context AC"
"Screenshot_20260712_212406_WH 40K.jpg","STORMLORD","unit","AM","000000708","Stormlord","368","2784","outside context AC"
"Screenshot_20260712_212410_WH 40K.jpg","STORMSWORD","unit","AM","000000709","Stormsword","368","2784","outside context AC"
"Screenshot_20260712_212412_WH 40K.jpg","","unit","AM","000000693","Taurox","368","2784","vision"
"Screenshot_20260712_212415_WH 40K.jpg","PRIME","unit","AM","000000721","Taurox Prime","368","2784","fuzzy2 rel=0"
"Screenshot_20260712_212419_WH 40K.jpg","TECH-PRIEST ENGINSEER","unit","AdM","000000840","Tech-priest Enginseer","368","2784","outside context AC"
"Screenshot_20260712_212422_WH 40K.jpg","TEMPESTUS Q","unit","AM","000002746","Tempestus Scions","368","1088","fuzzy rel=0"
"Screenshot_20260712_212425_WH 40K.jpg","TEMPESTUS SCIONS","unit","AM","000002746","Tempestus Scions","368","2784","outside context AC"
"Screenshot_20260712_212428_WH 40K.jpg","URSULA CREED","unit","AM","000002606","Ursula Creed","368","2784","outside context AC"
"Screenshot_20260712_212431_WH 40K.jpg","VALKYRIE","unit","AM","000000727","Valkyrie","368","2784","outside context AC"
"Screenshot_20260712_212434_WH 40K.jpg","WYVERN","unit","AM","000000697","Wyvern","368","2784","outside context AC"
"Screenshot_20260712_212452_WH 40K.jpg","ODEX SUPPLEMENT:","cover","SM","","Black Templars","368","960","vision"
"Screenshot_20260712_212459_WH 40K.jpg","ASTELLAN","unit","SM","000002793","Castellan","368","2784","vision"
"Screenshot_20260712_212501_WH 40K.jpg","HAPLAIN GRIMALDUS","unit","SM","000002792","Chaplain Grimaldus","368","2784","fuzzy rel=0"
"Screenshot_20260712_212504_WH 40K.jpg","RUSADE ANCIENT","unit","SM","000001182","Ancient on Bike","368","2784","fuzzy rel=0"
"Screenshot_20260712_212508_WH 40K.jpg","RUSADER SQUAD","unit","SM","000000116","Bike Squad","368","2784","fuzzy rel=0"
"Screenshot_20260712_212511_WH 40K.jpg","EMPEROR'S CHAMPION Q","unit","SM","000002795","Emperor’s Champion","368","2784","outside context AC"
"Screenshot_20260712_212514_WH 40K.jpg","EXECRATOR","unit","SM","000004135","Execrator","368","2784","outside context AC"
"Screenshot_20260712_212519_WH 40K.jpg","GLADIATOR LANCER","unit","SM","000002787","Gladiator Lancer","368","2784","outside context AC"
"Screenshot_20260712_212522_WH 40K.jpg","GLADIATOR REAPER","unit","SM","000002789","Gladiator Reaper","368","2784","outside context AC"
"Screenshot_20260712_212525_WH 40K.jpg","GLADIATOR VALIANT","unit","SM","000002788","Gladiator Valiant","368","2784","outside context AC"
"Screenshot_20260712_212534_WH 40K.jpg","HIGH MARSHAL HELBRE... Q","unit","SM","000002794","High Marshal Helbrecht","368","2784","fuzzy rel=0"
"Screenshot_20260712_212537_WH 40K.jpg","IMPULSOR","unit","SM","000002786","Impulsor","368","2784","outside context AC"
"Screenshot_20260712_212540_WH 40K.jpg","LAND RAIDER CRUSADER","unit","GK","000000392","Land Raider Crusader","368","2784","outside context AC"
"Screenshot_20260712_212543_WH 40K.jpg","MARSHAL","unit","SM","000002796","Marshal","368","2784","outside context AC"
"Screenshot_20260712_212547_WH 40K.jpg","REPULSOR","unit","SM","000002791","Repulsor","368","2784","outside context AC"
"Screenshot_20260712_212550_WH 40K.jpg","REPULSOR EXECUTIONER","unit","SM","000002790","Repulsor Executioner","368","2784","outside context AC"
"Screenshot_20260712_212553_WH 40K.jpg","VETERAN Q","unit","AoI","000003823","Veteran Bike Squad","368","2784","fuzzy rel=0"
"Screenshot_20260712_212556_WH 40K.jpg","SWORD BRETHREN SQUAD Q","unit","SM","000002798","Sword Brethren Squad","368","2784","outside context AC"
"Screenshot_20260712_212558_WH 40K.jpg","TERMINATOR SQUAD","unit","SM","000004138","Terminator Squad","368","2784","outside context AC"
"Screenshot_20260712_212611_WH 40K.jpg","ODEX SUPPLEMENT: Q","cover","SM","","Blood Angels","720","880","vision"
"Screenshot_20260712_212643_WH 40K.jpg","ASTORATH","unit","SM","000000157","Astorath","368","2784","outside context AC"
"Screenshot_20260712_212646_WH 40K.jpg","PREDATOR","unit","SM","000002715","Predator Destructor","368","2784","outside context AC"
"Screenshot_20260712_212648_WH 40K.jpg","BLOOD ANGELS CAPTAIN","unit","SM","000003831","Blood Angels Captain","368","2784","outside context AC"
"Screenshot_20260712_212650_WH 40K.jpg","HIEF LIBRARIAN MP...","unit","SM","000002266","Librarian","368","2784","fuzzy rel=0"
"Screenshot_20260712_212657_WH 40K.jpg","OMMANDER DANTE","unit","SM","000000151","Commander Dante","368","2784","fuzzy rel=0.07"
"Screenshot_20260712_212703_WH 40K.jpg","DEATH COMPANY CAPT...","unit","SM","000003832","Death Company Captain","368","2784","outside context AC"
"Screenshot_20260712_212722_WH 40K.jpg","DEATH COMPANY CAPT...","unit","SM","000003832","Death Company Captain","368","2784","outside context AC"
"Screenshot_20260712_212755_WH 40K.jpg","DEATH COMPANY DRU...","cover","DG","","","368","2784",""
"Screenshot_20260712_212759_WH 40K.jpg","DEATH COMPANY MARI... Q","cover","DG","","","368","2784",""
"Screenshot_20260712_212802_WH 40K.jpg","DEATH COMPANY MARI... Q","cover","DG","","","368","2784",""
"Screenshot_20260712_212807_WH 40K.jpg","DEATH COMPANY MARI... Q","cover","DG","","","368","2784",""
"Screenshot_20260712_212810_WH 40K.jpg","LEMARTES","unit","SM","000000164","Lemartes","368","2784","outside context DG"
"Screenshot_20260712_212813_WH 40K.jpg","SANGUINARY GUARD","unit","SM","000000165","Sanguinary Guard","368","2784","outside context DG"
"Screenshot_20260712_212817_WH 40K.jpg","SANGUINARY PRIEST","unit","SM","000000158","Sanguinary Priest","368","2784","outside context DG"
"Screenshot_20260712_212820_WH 40K.jpg","THE SANGUINOR","unit","SM","000000156","The Sanguinor","368","2784","outside context DG"
"Screenshot_20260712_213110_WH 40K.jpg","HAOS DAEMONS Q","cover","CD","","","368","736",""
"Screenshot_20260712_213114_WH 40K.jpg","BEASTS OF NURGLE","unit","CD","000001134","Beasts Of Nurgle","368","1088",""
"Screenshot_20260712_213116_WH 40K.jpg","BE'LAKOR","unit","CD","000001148","Be’lakor","368","1088",""
"Screenshot_20260712_213118_WH 40K.jpg","BLOODCRUSHERS","unit","CD","000001115","Bloodcrushers","368","1088",""
"Screenshot_20260712_213122_WH 40K.jpg","BLOODLETTERS","unit","CD","000001114","Bloodletters","368","1088",""
"Screenshot_20260712_213125_WH 40K.jpg","BLOODMASTER","unit","CD","000001455","Bloodmaster","368","1088",""
"Screenshot_20260712_213128_WH 40K.jpg","BLOODTHIRSTER","unit","CD","000002582","Bloodthirster","368","1088",""
"Screenshot_20260712_213130_WH 40K.jpg","BLUE nnons","unit","CD","000002583","Blue Horrors","368","1088","vision"
"Screenshot_20260712_213133_WH 40K.jpg","BURNING cHAR10T","unit","CD","000001128","Burning Chariot","368","1088","fuzzy rel=0.13"
"Screenshot_20260712_213138_WH 40K.jpg","HANGECASTER","unit","CD","000001462","Changecaster","368","1088","fuzzy rel=0.08"
"Screenshot_20260712_213140_WH 40K.jpg","ONTORTED EPITOME","unit","CD","000001647","Contorted Epitome","368","1088","fuzzy rel=0.06"
"Screenshot_20260712_213143_WH 40K.jpg","DAEMONETTES","unit","CD","000001142","Daemonettes","368","1088",""
"Screenshot_20260712_213145_WH 40K.jpg","DAEMON PRINCE OF CH... Q","cover","CD","","","368","1088",""
"Screenshot_20260712_213151_WH 40K.jpg","DAEMON PRINCE OF CH... Q","cover","CD","","","368","1088",""
"Screenshot_20260712_213203_WH 40K.jpg","EPIDEMIUS","unit","CD","000001129","Epidemius","368","1088",""
"Screenshot_20260712_213206_WH 40K.jpg","FLAMER","unit","CD","000001125","Flamers","368","1088",""
"Screenshot_20260712_213209_WH 40K.jpg","FATESKIMMER","unit","CD","000001463","Fateskimmer","368","1088",""
"Screenshot_20260712_213212_WH 40K.jpg","FECULENT GNARLMAW Q","unit","CD","000001470","Feculent Gnarlmaw","368","1088",""
"Screenshot_20260712_213214_WH 40K.jpg","FIENDS","unit","CD","000001143","Fiends","368","1088",""
"Screenshot_20260712_213216_WH 40K.jpg","FLAMERS","unit","CD","000001125","Flamers","368","1088",""
"Screenshot_20260712_213220_WH 40K.jpg","FLESH HOUNDS","unit","CD","000001112","Flesh Hounds","368","1088",""
"Screenshot_20260712_213223_WH 40K.jpg","FLUKMASTER","unit","CD","000001464","Fluxmaster","368","1088","fuzzy2 rel=0.1"
"Screenshot_20260712_213225_WH 40K.jpg","GREAT UNCLEAN ONE","unit","CD","000001130","Great Unclean One","368","1088",""
"Screenshot_20260712_213228_WH 40K.jpg","HELLFLAYERS","unit","CD","000001144","Hellflayers","368","1088",""
"Screenshot_20260712_213231_WH 40K.jpg","HORTICULOUS SLIMUK","unit","CD","000001466","Horticulous Slimux","368","1088","fuzzy rel=0.06"
"Screenshot_20260712_213234_WH 40K.jpg","INFERNAL Q","unit","CD","000001589","Infernal Enrapturess","368","1088","fuzzy rel=0"
"Screenshot_20260712_213236_WH 40K.jpg","KAIROS FATEWEAVER","unit","CD","000001117","Kairos Fateweaver","368","1088",""
"Screenshot_20260712_213240_WH 40K.jpg","KARANAK","unit","CD","000004102","Karanak","368","1088",""
"Screenshot_20260712_213242_WH 40K.jpg","KEEPER OF SECRETS","unit","CD","000001137","Keeper Of Secrets","368","1088",""
"Screenshot_20260712_213244_WH 40K.jpg","LORD OF CHANGE","unit","CD","000001120","Lord of Change","368","1088",""
"Screenshot_20260712_213246_WH 40K.jpg","NURGLINGS","unit","CD","000001133","Nurglings","368","1088",""
"Screenshot_20260712_213249_WH 40K.jpg","PINK HORRORS","unit","CD","000002584","Pink Horrors","368","1280",""
"Screenshot_20260712_213252_WH 40K.jpg","PLAGUEBEARERS","unit","CD","000001132","Plaguebearers","368","1088",""
"Screenshot_20260712_213254_WH 40K.jpg","PLAGUE DRONES","unit","CD","000001135","Plague Drones","368","1088",""
"Screenshot_20260712_213256_WH 40K.jpg","POKBRINGER","unit","CD","000001467","Poxbringer","368","1088","fuzzy2 rel=0.1"
"Screenshot_20260712_213300_WH 40K.jpg","ON BLOO... Q","unit","CD","000001111","Rendmaster On Blood Throne","368","1088","vision"
"Screenshot_20260712_213306_WH 40K.jpg","ROTIGUS","unit","CD","000001465","Rotigus","368","1088",""
"Screenshot_20260712_213308_WH 40K.jpg","SCREAMERS","unit","CD","000001127","Screamers","368","1088",""
"Screenshot_20260712_213311_WH 40K.jpg","SEEKERS","unit","CD","000001145","Seekers","368","1088",""
"Screenshot_20260712_213312_WH 40K.jpg","","unit","CD","000001648","Shalaxi Helbane","368","1088","vision"
"Screenshot_20260712_213315_WH 40K.jpg","SKARBRAND","unit","CD","000001105","Skarbrand","368","1088",""
"Screenshot_20260712_213317_WH 40K.jpg","SKULL ALTAR","unit","CD","000001588","Skull Altar","368","1088",""
"Screenshot_20260712_213322_WH 40K.jpg","SKULL CANNON","unit","CD","000001116","Skull Cannon","368","1088",""
"Screenshot_20260712_213325_WH 40K.jpg","SKULLMASTER","unit","CD","000001456","Skullmaster","368","1088",""
"Screenshot_20260712_213327_WH 40K.jpg","SKULLTAKER","unit","CD","000001106","Skulltaker","368","1088",""
"Screenshot_20260712_213330_WH 40K.jpg","BILEPIPER","unit","CD","000001468","Sloppity Bilepiper","368","1088","fuzzy2 rel=0"
"Screenshot_20260712_213332_WH 40K.jpg","SOUL GRINDER","unit","CD","000001151","Soul Grinder","368","1088",""
"Screenshot_20260712_213334_WH 40K.jpg","SPOILPOK SCRIVENER","unit","CD","000001469","Spoilpox Scrivener","368","1088","fuzzy rel=0.06"
"Screenshot_20260712_213337_WH 40K.jpg","","unit","CD","000001649","Syll’esske","368","1088","vision"
"Screenshot_20260712_213339_WH 40K.jpg","THE BLUE SCRIBES","unit","CD","000001119","The Blue Scribes","368","1088",""
"Screenshot_20260712_213345_WH 40K.jpg","THE CHANGELING","unit","CD","000001118","The Changeling","368","1088",""
"Screenshot_20260712_213347_WH 40K.jpg","THE MASQUE OF SLAIN... Q","unit","CD","000001136","The Masque Of Slaanesh","368","1088","fuzzy rel=0.05"
"Screenshot_20260712_213350_WH 40K.jpg","TORMENTBRINGER","unit","CD","000004100","Tormentbringer","368","1088",""
"Screenshot_20260712_213353_WH 40K.jpg","TRANCEWEAVER","unit","CD","000001138","Tranceweaver","368","1088",""
"Screenshot_20260712_213414_WH 40K.jpg","ODEX: cuos KNIGHTS Q","cover","ORK","","","368","944","fuzzy"
"Screenshot_20260712_213417_WH 40K.jpg","KNIGHT","unit","QI","000000856","Knight Errant","368","2784","outside context CD"
"Screenshot_20260712_213419_WH 40K.jpg","KNIGHT DESECRATOR","unit","QT","000001660","Knight Desecrator","368","2784","outside context CD"
"Screenshot_20260712_213421_WH 40K.jpg","KNIGHT DESPOILER","unit","QT","000001658","Knight Despoiler","368","2784","outside context CD"
"Screenshot_20260712_213424_WH 40K.jpg","KNIGHT","unit","QI","000000856","Knight Errant","368","2784","outside context CD"
"Screenshot_20260712_213428_WH 40K.jpg","KNIGHT","unit","QI","000000856","Knight Errant","368","2784","outside context CD"
"Screenshot_20260712_213429_WH 40K.jpg","KNIGHT","unit","QI","000000856","Knight Errant","368","2784","outside context CD"
"Screenshot_20260712_213431_WH 40K.jpg","wn BRIGAND","unit","QT","000002565","War Dog Brigand","368","2784","fuzzy2 rel=0.2"
"Screenshot_20260712_213435_WH 40K.jpg","","unit","QT","000002562","War Dog Executioner","368","2784","vision"
"Screenshot_20260712_213438_WH 40K.jpg","wn HUNTSMAN","unit","QT","000002566","War Dog Huntsman","368","2784","fuzzy rel=0"
"Screenshot_20260712_213440_WH 40K.jpg","wn KARNIVORE","unit","QT","000002564","War Dog Karnivore","368","2784","fuzzy2 rel=0.17"
"Screenshot_20260712_213442_WH 40K.jpg","wn STALKER","unit","NEC","000000540","Triarch Stalker","368","2784","fuzzy rel=0"
"Screenshot_20260712_213450_WH 40K.jpg","ODEX: cuos SPACE Q","cover","CSM","","","368","864","fuzzy"
"Screenshot_20260712_213457_WH 40K.jpg","THE DESPOILER Q","unit","QT","000001658","Knight Despoiler","368","2784","fuzzy rel=0"
"Screenshot_20260712_213458_WH 40K.jpg","ACCURSED CULTISTS","unit","CD","000004052","Accursed Cultists","368","2784",""
"Screenshot_20260712_213502_WH 40K.jpg","HAOS BIKERS","cover","CD","","","368","2784",""
"Screenshot_20260712_213505_WH 40K.jpg","uos LAND RAIDER","unit","CSM","000003610","Land Raider Achilles","368","2784","csm sweep"
"Screenshot_20260712_213507_WH 40K.jpg","HAOS LORD","unit","CSM","000000929","Chaos Lord","368","2784","vision"
"Screenshot_20260712_213509_WH 40K.jpg","uos LORD IN TERMI... Q","unit","CSM","000000930","Chaos Lord In Terminator Armour","368","2784","vision"
"Screenshot_20260712_213512_WH 40K.jpg","uos LORD JU...","unit","CSM","000000932","Chaos Lord On Juggernaut","368","2784","vision"
"Screenshot_20260712_213515_WH 40K.jpg","uos PREDATOR ANNI... Q","unit","SM","000002714","Predator Annihilator","368","2784","vision"
"Screenshot_20260712_213517_WH 40K.jpg","uos PREDATOR DEST... Q","unit","SM","000002715","Predator Destructor","368","2784","vision"
"Screenshot_20260712_213519_WH 40K.jpg","HAOS RHINO","cover","CD","","","368","2784",""
"Screenshot_20260712_213523_WH 40K.jpg","HAOS SPAWN","cover","CD","","","368","2784",""
"Screenshot_20260712_213526_WH 40K.jpg","uos TERMINATOR SO... Q","unit","SM","000001183","Terminator Squad","368","2784","fuzzy rel=0.08"
"Screenshot_20260712_213528_WH 40K.jpg","uos VINDICATOR","unit","SM","000001178","Vindicator Laser Destroyer","368","2784","fuzzy rel=0"
"Screenshot_20260712_213530_WH 40K.jpg","HOSEN","unit","CD","000004044","Chosen","368","2784","fuzzy rel=0.17"
"Screenshot_20260712_213536_WH 40K.jpg","ULTIST FIREBRAND","unit","CD","000004045","Cultist Firebrand","368","2784","fuzzy rel=0"
"Screenshot_20260712_213539_WH 40K.jpg","ULTIST MOB","unit","CD","000004050","Cultist Mob","368","2784","fuzzy rel=0.09"
"Screenshot_20260712_213541_WH 40K.jpg","YPHER","unit","CSM","000000926","Cypher","368","2784","fuzzy rel=0.17"
"Screenshot_20260712_213543_WH 40K.jpg","DARK APOSTLE","unit","CD","000004062","Dark Apostle","368","2784",""
"Screenshot_20260712_213545_WH 40K.jpg","DARK COMMUNE","unit","CD","000004046","Dark Commune","368","2784",""
"Screenshot_20260712_213548_WH 40K.jpg","","unit","CSM","000000969","Defiler","368","2784","vision"
"Screenshot_20260712_213551_WH 40K.jpg","FABIUS BILE","unit","CSM","000000928","Fabius Bile","368","2784","outside context CD"
"Screenshot_20260712_213553_WH 40K.jpg","FELLGOR","unit","CD","000004053","Fellgor Beastmen","368","2784",""
"Screenshot_20260712_213555_WH 40K.jpg","FORGEFIEND","unit","WE","000002638","Forgefiend","368","2784","outside context CD"
"Screenshot_20260712_213557_WH 40K.jpg","WORLDCLAIM... Q","unit","CSM","000001556","Haarken Worldclaimer","368","2784","fuzzy rel=0"
"Screenshot_20260712_213617_WH 40K.jpg","HAVOCS","unit","CD","000004063","Havocs","368","2784",""
"Screenshot_20260712_213623_WH 40K.jpg","HELBRUTE","unit","WE","000002632","Helbrute","368","2784","outside context CD"
"Screenshot_20260712_213625_WH 40K.jpg","","unit","CSM","000000961","Heldrake","368","2784","vision"
"Screenshot_20260712_213628_WH 40K.jpg","HERETIC DIE... Q","unit","CSM","000000937","Heretic Astartes Daemon Prince","368","2784","fuzzy rel=0.27"
"Screenshot_20260712_213631_WH 40K.jpg","HERETIC DIE... Q","unit","CSM","000000937","Heretic Astartes Daemon Prince","368","2784","fuzzy rel=0.27"
"Screenshot_20260712_213632_WH 40K.jpg","HURON BLACKHEART","unit","CSM","000000925","Huron Blackheart","368","2784","outside context CD"
"Screenshot_20260712_213634_WH 40K.jpg","KHORNE LORD OF SKULLS Q","unit","WE","000002642","Khorne Lord of Skulls","368","2784","outside context CD"
"Screenshot_20260712_213636_WH 40K.jpg","KRAVEK MORNE","unit","CSM","000004205","Kravek Morne","368","2784","outside context CD"
"Screenshot_20260712_213639_WH 40K.jpg","LEGIONARIES","unit","CD","000004064","Legionaries","368","2784",""
"Screenshot_20260712_213640_WH 40K.jpg","LORD DISCORDANT ON Q","unit","NEC","000000524","Lord","368","2784","outside context CD"
"Screenshot_20260712_213648_WH 40K.jpg","MASTER OF EXECUTIONS Q","unit","WE","000002626","Master of Executions","368","2784","outside context CD"
"Screenshot_20260712_213650_WH 40K.jpg","MASTER OF POSSESSION","unit","CD","000004065","Master Of Possession","368","2784",""
"Screenshot_20260712_213653_WH 40K.jpg","MASTERS OF THE MAEL... Q","unit","CSM","000004190","Masters of the Maelstrom","368","2784","fuzzy rel=0"
"Screenshot_20260712_213656_WH 40K.jpg","MAULERFIEND","unit","CSM","000000968","Maulerfiend","368","2784","outside context CD"
"Screenshot_20260712_213658_WH 40K.jpg","MUTILATORS","unit","CSM","000004206","Mutilators","368","2784","outside context CD"
"Screenshot_20260712_213700_WH 40K.jpg","NEMESIS CLAW","unit","CSM","000003876","Nemesis Claw","368","1088","outside context CD"
"Screenshot_20260712_213702_WH 40K.jpg","NOCTILITH now","unit","CSM","000001587","Noctilith Crown","368","2784","fuzzy rel=0.2"
"Screenshot_20260712_213704_WH 40K.jpg","OBLITERATORS","unit","CSM","000000965","Obliterators","368","2784","outside context CD"
"Screenshot_20260712_213706_WH 40K.jpg","POSSESSED","unit","CD","000004066","Possessed","368","2784",""
"Screenshot_20260712_213709_WH 40K.jpg","RAPTORS","unit","CD","000004067","Raptors","368","2784",""
"Screenshot_20260712_213711_WH 40K.jpg","RED CORSAIRS RAIDERS","unit","CSM","000004191","Red Corsairs Raiders","368","2784","outside context CD"
"Screenshot_20260712_213713_WH 40K.jpg","RED CORSAIRS REAVE-... Q","unit","CSM","000004192","Red Corsairs Reave-Captain","368","2784","fuzzy rel=0"
"Screenshot_20260712_213715_WH 40K.jpg","SORCERER","unit","CD","000004068","Sorcerer","368","2784",""
"Screenshot_20260712_213718_WH 40K.jpg","SORCERER IN TERMINI...","unit","CD","000004068","Sorcerer","368","2784",""
"Screenshot_20260712_213720_WH 40K.jpg","TRAITOR ENFORCER","unit","CD","000004047","Traitor Enforcer","368","2784",""
"Screenshot_20260712_213722_WH 40K.jpg","TRAITOR GUARDSMEN Q","unit","CD","000004054","Traitor Guardsmen Squad","368","2784","fuzzy rel=0"
"Screenshot_20260712_213725_WH 40K.jpg","VASHTORR Q","unit","CSM","000002679","Vashtorr The Arkifane","368","2784","fuzzy rel=0"
"Screenshot_20260712_213727_WH 40K.jpg","VENOMCRAWLER","unit","CSM","000001586","Venomcrawler","368","2784","outside context CD"
"Screenshot_20260712_213729_WH 40K.jpg","WARPSMITH","unit","CSM","000000944","Warpsmith","368","2784","outside context CD"
"Screenshot_20260712_213732_WH 40K.jpg","wnp TALONS","unit","SM","000003874","Talonstrike Kill Team","368","2784","fuzzy rel=0"
"Screenshot_20260712_213752_WH 40K.jpg","IMPERIAL ARMOUR.","cover","AoI","","","368","928",""
"Screenshot_20260712_213821_WH 40K.jpg","ODEX SUPPLEMENT: Q","cover","SM","","Dark Angels","368","928","vision"
"Screenshot_20260712_213830_WH 40K.jpg","ASMODAI","unit","SM","000000225","Asmodai","368","2784","outside context AoI"
"Screenshot_20260712_213832_WH 40K.jpg","","unit","SM","000000218","Azrael","368","2784","vision"
"Screenshot_20260712_213834_WH 40K.jpg","BELIAL","unit","SM","000000219","Belial","368","2784","outside context AoI"
"Screenshot_20260712_213836_WH 40K.jpg","DEATHWING KNIGHTS","unit","SM","000000231","Deathwing Knights","368","2784","outside context AoI"
"Screenshot_20260712_213839_WH 40K.jpg","TERMINAT...","unit","SM","000004138","Terminator Squad","368","2784","outside context AoI"
"Screenshot_20260712_213842_WH 40K.jpg","","unit","SM","000000226","Ezekiel","368","2784","vision"
"Screenshot_20260712_213844_WH 40K.jpg","INNER CIRCLE COMP""...","unit","SM","000003698","Inner Circle Companions","368","2784","outside context AoI"
"Screenshot_20260712_213845_WH 40K.jpg","LAZARUS","unit","SM","000002296","Lazarus","368","2784","outside context AoI"
"Screenshot_20260712_213847_WH 40K.jpg","LAND SPEEDER VENG""...","unit","SM","000000242","Land Speeder Vengeance","368","2784","outside context AoI"
"Screenshot_20260712_213851_WH 40K.jpg","LION EL'JONSON","unit","SM","000002682","Lion El’jonson","368","2784","outside context AoI"
"Screenshot_20260712_213854_WH 40K.jpg","NEPHILIM JETFIGHTER","unit","SM","000000239","Nephilim Jetfighter","368","2784","outside context AoI"
"Screenshot_20260712_213857_WH 40K.jpg","RAVENWING BLACK Q","unit","SM","000000241","Ravenwing Black Knights","368","2784","fuzzy rel=0"
"Screenshot_20260712_213859_WH 40K.jpg","RAVENWING BLACK Q","unit","SM","000000241","Ravenwing Black Knights","368","2784","fuzzy rel=0"
"Screenshot_20260712_213902_WH 40K.jpg","RAVENWING DARKSHRO...","unit","SM","000000238","Ravenwing Darkshroud","368","2784","outside context AoI"
"Screenshot_20260712_213925_WH 40K.jpg","RAVENWING DARK TALON","unit","SM","000000240","Ravenwing Dark Talon","368","2784","outside context AoI"
"Screenshot_20260712_213928_WH 40K.jpg","SAMMAEL","unit","SM","000002291","Sammael","368","2784","outside context AoI"
"Screenshot_20260712_214023_WH 40K.jpg","ODEX: DEATH GUARD","cover","DG","","","368","848","fuzzy"
"Screenshot_20260712_214027_WH 40K.jpg","BEASTS OF NURGLE","unit","DG","000004115","Beasts of Nurgle","368","2784","outside context AoI"
"Screenshot_20260712_214029_WH 40K.jpg","BIOLOGUS","unit","DG","000001368","Biologus Putrifier","368","2784","outside context AoI"
"Screenshot_20260712_214031_WH 40K.jpg","TERMINAT...","unit","SM","000004138","Terminator Squad","368","2784","outside context AoI"
"Screenshot_20260712_214033_WH 40K.jpg","uos LAND RAIDER","unit","SM","000000065","Land Raider","368","2784","fuzzy rel=0"
"Screenshot_20260712_214036_WH 40K.jpg","uos PREDATOR ANNI... Q","unit","SM","000002714","Predator Annihilator","368","2784","fuzzy rel=0"
"Screenshot_20260712_214039_WH 40K.jpg","uos PREDATOR DEST... Q","unit","SM","000002715","Predator Destructor","368","2784","fuzzy rel=0"
"Screenshot_20260712_214043_WH 40K.jpg","HAOS RHINO","cover","CD","","","368","2784",""
"Screenshot_20260712_214045_WH 40K.jpg","HAOS SPAWN","cover","CD","","","368","2784",""
"Screenshot_20260712_214048_WH 40K.jpg","DAEMON PRINCE OF Q","cover","CD","","","368","2784",""
"Screenshot_20260712_214050_WH 40K.jpg","DAEMON PRINCE OF","unit","CD","000001149","Daemon Prince of Chaos","368","2784",""
"Screenshot_20260712_214053_WH 40K.jpg","TERMIN...","unit","SM","000001184","Terminus Ultra","368","2784","outside context CD"
"Screenshot_20260712_214055_WH 40K.jpg","","unit","EC","000004208","Defiler","368","2784","vision"
"Screenshot_20260712_214057_WH 40K.jpg","FOETID BLOAT-DRONE","unit","DG","000001057","Foetid Bloat-drone","368","2784","outside context CD"
"Screenshot_20260712_214100_WH 40K.jpg","FOETID BLOAT-DRONE","unit","DG","000001057","Foetid Bloat-drone","368","2784","outside context CD"
"Screenshot_20260712_214103_WH 40K.jpg","FOUL BLIGHTSPAWN","unit","DG","000001367","Foul Blightspawn","368","2784","outside context CD"
"Screenshot_20260712_214122_WH 40K.jpg","GREAT UNCLEAN ONE","unit","CD","000001130","Great Unclean One","368","2784",""
"Screenshot_20260712_214124_WH 40K.jpg","HELBRUTE","unit","WE","000002632","Helbrute","368","2784","outside context CD"
"Screenshot_20260712_214127_WH 40K.jpg","ICON BEARER","unit","DG","000002750","Icon Bearer","368","2784","outside context CD"
"Screenshot_20260712_214129_WH 40K.jpg","LORD OF CONTAGION","unit","DG","000001054","Lord of Contagion","368","2784","outside context CD"
"Screenshot_20260712_214132_WH 40K.jpg","LORD OF POKES","unit","NEC","000000524","Lord","368","2784","outside context CD"
"Screenshot_20260712_214134_WH 40K.jpg","LORD OF VIRULENCE","unit","DG","000002460","Lord of Virulence","368","2784","outside context CD"
